"ntaxa","bl","method","rep","estbias1","r1","estbias2","r2","type"
128,0.64,"FUBAR2_1",24,-0.0367161,0.836361,-0.0181054,0.751077,"bias"
128,0.64,"FUBAR2_1",25,-0.0458132,0.867434,-0.0272026,0.798788,"bias"
128,0.64,"FUBAR2_1",26,0.00109934,0.883488,0.01971,0.783505,"bias"
128,0.64,"FUBAR2_1",27,-0.101512,0.865591,-0.0829015,0.824794,"bias"
128,0.64,"FUBAR2_1",28,-0.0518427,0.811262,-0.033232,0.775156,"bias"
128,0.64,"FUBAR2_1",29,-0.0520028,0.877801,-0.0333921,0.812543,"bias"
128,0.64,"FUBAR2_1",30,-0.0537186,0.890595,-0.0351079,0.8448,"bias"
128,0.64,"FUBAR2_1",31,-0.0917228,0.871295,-0.0731121,0.80667,"bias"
128,0.64,"FUBAR2_1",32,-0.100657,0.908744,-0.082046,0.861061,"bias"
128,0.64,"FUBAR2_1",33,-0.0142619,0.858955,0.00434877,0.774941,"bias"
128,0.64,"FUBAR2_1",34,-0.061095,0.879,-0.0424843,0.830096,"bias"
128,0.64,"FUBAR2_1",35,-0.0612279,0.838221,-0.0426173,0.747514,"bias"
128,0.64,"FUBAR2_1",36,-0.0296225,0.872294,-0.0110119,0.81701,"bias"
128,0.64,"FUBAR2_1",37,-0.0233381,0.860625,-0.00472747,0.798854,"bias"
128,0.64,"FUBAR2_1",38,-0.0482982,0.888902,-0.0296876,0.840953,"bias"
128,0.64,"FUBAR2_1",39,-0.00437724,0.877419,0.0142334,0.843622,"bias"
128,0.64,"FUBAR2_1",40,-0.0113614,0.857791,0.0072493,0.815393,"bias"
128,0.64,"FUBAR2_1",41,-0.0414636,0.860978,-0.0228529,0.805102,"bias"
128,0.64,"FUBAR2_1",42,-0.015875,0.856853,0.00273562,0.823304,"bias"
128,0.64,"FUBAR2_1",43,-0.0502733,0.835859,-0.0316627,0.771914,"bias"
128,0.64,"FUBAR2_1",44,-0.161834,0.888298,-0.143224,0.870441,"bias"
128,0.64,"FUBAR2_1",45,-0.0268243,0.845519,-0.00821362,0.768688,"bias"
128,0.64,"FUBAR2_1",46,-0.00993441,0.877763,0.00867624,0.823447,"bias"
128,0.64,"FUBAR2_1",47,-0.0493033,0.866194,-0.0306927,0.783171,"bias"
128,0.64,"FUBAR2_1",48,-0.02876,0.885505,-0.0101494,0.833797,"bias"
128,0.64,"FUBAR2_1",49,-0.00890217,0.832165,0.00970848,0.780694,"bias"
128,0.64,"FUBAR2_1",50,-0.0184562,0.859986,0.000154401,0.812397,"bias"
128,0.64,"SLAC1",1,0.00641935,0.846523,0.02503,0.825977,"bias"
128,0.64,"SLAC1",2,0.0170746,0.888929,0.0356853,0.841971,"bias"
128,0.64,"SLAC1",3,-0.00803014,0.879139,0.0105805,0.806423,"bias"
128,0.64,"SLAC1",4,0.0241108,0.865216,0.0427214,0.815359,"bias"
128,0.64,"SLAC1",5,-0.020273,0.839342,-0.00166233,0.78974,"bias"
128,0.64,"SLAC1",6,0.0418364,0.902317,0.0604471,0.846013,"bias"
128,0.64,"SLAC1",7,-0.0012333,0.775426,0.0173773,0.761427,"bias"
128,0.64,"SLAC1",8,-0.0108218,0.867408,0.00778889,0.837902,"bias"
128,0.64,"SLAC1",9,0.0133091,0.875862,0.0319198,0.818003,"bias"
128,0.64,"SLAC1",10,-0.0172318,0.85174,0.00137882,0.812697,"bias"
128,0.64,"SLAC1",11,0.02482,0.869826,0.0434307,0.805369,"bias"
128,0.64,"SLAC1",12,-0.0197055,0.853424,-0.00109485,0.831635,"bias"
128,0.64,"SLAC1",13,0.00033191,0.854554,0.0189426,0.805772,"bias"
128,0.64,"SLAC1",14,-0.016641,0.89149,0.00196961,0.847593,"bias"
128,0.64,"SLAC1",15,0.0260044,0.863015,0.044615,0.829441,"bias"
128,0.64,"SLAC1",16,-0.0210702,0.846023,-0.00245958,0.799138,"bias"
128,0.64,"SLAC1",17,0.00154053,0.857539,0.0201512,0.800565,"bias"
128,0.64,"SLAC1",18,-0.017396,0.866127,0.00121468,0.821504,"bias"
128,0.64,"SLAC1",19,-0.0142568,0.890322,0.00435384,0.833538,"bias"
128,0.64,"SLAC1",20,-0.00774271,0.881712,0.0108679,0.824265,"bias"
128,0.64,"SLAC1",21,0.0280139,0.850786,0.0466245,0.76226,"bias"
128,0.64,"SLAC1",22,-0.00969977,0.810099,0.00891088,0.755202,"bias"
128,0.64,"SLAC1",23,0.0559388,0.884117,0.0745495,0.853233,"bias"
128,0.64,"SLAC1",24,-0.00480521,0.833575,0.0138054,0.747733,"bias"
128,0.64,"SLAC1",25,-0.00696226,0.847801,0.0116484,0.79238,"bias"
128,0.64,"SLAC1",26,0.0228564,0.880104,0.0414671,0.77978,"bias"
128,0.64,"SLAC1",27,-0.0256251,0.86535,-0.00701442,0.817746,"bias"
128,0.64,"SLAC1",28,-0.0285697,0.804885,-0.00995903,0.770557,"bias"
128,0.64,"SLAC1",29,-0.0197034,0.870497,-0.00109275,0.814474,"bias"
128,0.64,"SLAC1",30,-0.0198119,0.889098,-0.0012013,0.844042,"bias"
128,0.64,"SLAC1",31,-0.0205794,0.872796,-0.00196871,0.808085,"bias"
128,0.64,"SLAC1",32,-0.014006,0.895394,0.0046047,0.855656,"bias"
128,0.64,"SLAC1",33,0.0302231,0.85564,0.0488337,0.767461,"bias"
128,0.64,"SLAC1",34,0.000312801,0.873895,0.0189234,0.831114,"bias"
128,0.64,"SLAC1",35,-0.0118756,0.830225,0.00673506,0.737192,"bias"
128,0.64,"SLAC1",36,-0.00569828,0.871477,0.0129124,0.822003,"bias"
128,0.64,"SLAC1",37,-0.00789637,0.854057,0.0107143,0.78776,"bias"
128,0.64,"SLAC1",38,0.00527851,0.874152,0.0238892,0.824487,"bias"
128,0.64,"SLAC1",39,0.0141469,0.87946,0.0327576,0.848659,"bias"
128,0.64,"SLAC1",40,0.0168448,0.854734,0.0354555,0.821223,"bias"
128,0.64,"SLAC1",41,-0.00273473,0.859304,0.0158759,0.806927,"bias"
128,0.64,"SLAC1",42,0.0287017,0.859302,0.0473124,0.822131,"bias"
128,0.64,"SLAC1",43,-0.00751836,0.820397,0.0110923,0.753638,"bias"
128,0.64,"SLAC1",44,-0.0237772,0.878413,-0.00516657,0.859932,"bias"
128,0.64,"SLAC1",45,-0.00685087,0.836558,0.0117598,0.772608,"bias"
128,0.64,"SLAC1",46,0.0337511,0.868867,0.0523617,0.808166,"bias"
128,0.64,"SLAC1",47,-0.00662989,0.861787,0.0119808,0.785174,"bias"
128,0.64,"SLAC1",48,0.00231931,0.880572,0.02093,0.835244,"bias"
128,0.64,"SLAC1",49,0.0189168,0.829195,0.0375274,0.78302,"bias"
128,0.64,"SLAC1",50,0.0352834,0.847488,0.0538941,0.798643,"bias"
128,0.64,"SLAC2",1,0.0307216,0.617179,0.0493323,0.727694,"bias"
128,0.64,"SLAC2",2,-0.000960358,0.775716,0.0176503,0.811732,"bias"
128,0.64,"SLAC2",3,-0.0088236,0.780539,0.00978705,0.807747,"bias"
128,0.64,"SLAC2",4,0.0485671,0.64186,0.0676785,0.730649,"bias"
128,0.64,"SLAC2",5,0.000926219,0.640438,0.0195369,0.693887,"bias"
128,0.64,"SLAC2",6,0.0321274,0.700463,0.0507381,0.741855,"bias"
128,0.64,"SLAC2",7,0.0497857,0.398149,0.0683963,0.523267,"bias"
128,0.64,"SLAC2",8,0.0290744,0.522586,0.047685,0.626419,"bias"
128,0.64,"SLAC2",9,0.0347988,0.635382,0.0534095,0.728231,"bias"
128,0.64,"SLAC2",10,0.0137295,0.614287,0.0323401,0.72014,"bias"
128,0.64,"SLAC2",11,0.0340059,0.639411,0.0526165,0.725298,"bias"
128,0.64,"SLAC2",12,0.0191078,0.649682,0.0377185,0.712068,"bias"
128,0.64,"SLAC2",13,0.000427675,0.661927,0.0190383,0.749357,"bias"
128,0.64,"SLAC2",14,-0.00284293,0.769079,0.0157677,0.834133,"bias"
128,0.64,"SLAC2",15,0.0528988,0.554034,0.0715095,0.571895,"bias"
128,0.64,"SLAC2",16,0.00453745,0.567016,0.0231481,0.670011,"bias"
128,0.64,"SLAC2",17,0.0407441,0.579978,0.0593547,0.660855,"bias"
128,0.64,"SLAC2",18,-0.00696676,0.667387,0.0116439,0.694003,"bias"
128,0.64,"SLAC2",19,-0.0148724,0.735785,0.00373826,0.773083,"bias"
128,0.64,"SLAC2",20,0.03149,0.614874,0.0501006,0.720225,"bias"
128,0.64,"SLAC2",21,0.0469905,0.62906,0.0656011,0.686042,"bias"
128,0.64,"SLAC2",22,0.0169397,0.547122,0.0355503,0.614569,"bias"
128,0.64,"SLAC2",23,0.0815421,0.67341,0.100153,0.780108,"bias"
128,0.64,"SLAC2",24,0.016513,0.57098,0.0351236,0.61823,"bias"
128,0.64,"SLAC2",25,0.0270388,0.694085,0.0456495,0.767185,"bias"
128,0.64,"SLAC2",26,0.041887,0.621208,0.0604976,0.6393,"bias"
128,0.64,"SLAC2",27,0.0176003,0.592358,0.036211,0.708846,"bias"
128,0.64,"SLAC2",28,0.0218657,0.511833,0.0404764,0.562511,"bias"
128,0.64,"SLAC2",29,0.00149268,0.615981,0.0201033,0.722848,"bias"
128,0.64,"SLAC2",30,0.00878575,0.643576,0.0273964,0.689967,"bias"
128,0.64,"SLAC2",31,-0.0105085,0.544837,0.00810216,0.681469,"bias"
128,0.64,"SLAC2",32,-0.0172629,0.725509,0.0013477,0.774715,"bias"
128,0.64,"SLAC2",33,0.0421917,0.680115,0.0608023,0.714336,"bias"
128,0.64,"SLAC2",34,0.0258877,0.700788,0.0444983,0.742591,"bias"
128,0.64,"SLAC2",35,-0.0213306,0.717999,-0.00271998,0.746817,"bias"
128,0.64,"SLAC2",36,0.0068226,0.6703,0.0254332,0.6967,"bias"
128,0.64,"SLAC2",37,0.0540535,0.530477,0.0726641,0.582719,"bias"
128,0.64,"SLAC2",38,0.0244993,0.674645,0.04311,0.72954,"bias"
128,0.64,"SLAC2",39,0.0933321,0.32927,0.111943,0.411146,"bias"
128,0.64,"SLAC2",40,0.063946,0.524634,0.0825567,0.656608,"bias"
128,0.64,"SLAC2",41,0.0465973,0.660502,0.065208,0.680451,"bias"
128,0.64,"SLAC2",42,0.0452269,0.64831,0.0638375,0.746815,"bias"
128,0.64,"SLAC2",43,0.0283032,0.599722,0.0469139,0.644211,"bias"
128,0.64,"SLAC2",44,-0.00816188,0.692235,0.0104488,0.768776,"bias"
128,0.64,"SLAC2",45,0.0100522,0.64273,0.0286628,0.716408,"bias"
128,0.64,"SLAC2",46,0.0709049,0.572336,0.0895156,0.626733,"bias"
128,0.64,"SLAC2",47,0.00679961,0.616378,0.0254103,0.715958,"bias"
128,0.64,"SLAC2",48,0.0528394,0.577614,0.07145,0.662552,"bias"
128,0.64,"SLAC2",49,0.0299402,0.675677,0.0485509,0.711666,"bias"
128,0.64,"SLAC2",50,0.0423185,0.569679,0.0609291,0.676249,"bias"
256,0.0025,"FEL1",1,0.893742,0.231718,0.957376,0.294679,"bias"
256,0.0025,"FEL1",2,0.876809,0.220093,0.918879,0.27828,"bias"
256,0.0025,"FEL1",3,0.391348,0.428917,0.428009,0.436669,"bias"
256,0.0025,"FEL1",4,0.862603,0.402155,0.897802,0.424294,"bias"
256,0.0025,"FEL1",5,0.887138,0.436077,0.949233,0.477089,"bias"
256,0.0025,"FEL1",6,0.690114,0.423408,0.726755,0.398456,"bias"
256,0.0025,"FEL1",7,0.610769,0.43249,0.647424,0.442095,"bias"
256,0.0025,"FEL1",8,0.613383,0.397159,0.634072,0.422762,"bias"
256,0.0025,"FEL1",9,2.65111,0.105844,2.68556,0.128552,"bias"
256,0.0025,"FEL1",10,0.896295,0.186031,0.949767,0.236597,"bias"
256,0.0025,"FEL1",11,0.334592,0.277744,0.377509,0.249525,"bias"
256,0.0025,"FEL1",12,0.601893,0.456617,0.61566,0.454138,"bias"
256,0.0025,"FEL1",13,0.509392,0.53969,0.552207,0.615296,"bias"
256,0.0025,"FEL1",14,2.23551,0.536737,2.27427,0.505171,"bias"
256,0.0025,"FEL1",15,1.06066,0.348658,1.10511,0.349711,"bias"
256,0.0025,"FEL1",16,0.591977,0.476962,0.626763,0.43344,"bias"
256,0.0025,"FEL1",17,0.584737,0.315158,0.636044,0.268664,"bias"
256,0.0025,"FEL1",18,0.64842,0.182578,0.677719,0.184861,"bias"
256,0.0025,"FEL1",19,1.01909,0.340727,1.05623,0.328066,"bias"
256,0.0025,"FEL1",20,0.348259,0.343433,0.382786,0.281279,"bias"
256,0.0025,"FEL1",21,0.46669,0.387984,0.517438,0.401957,"bias"
256,0.0025,"FEL1",22,0.03751,0.129156,0.0518772,0.0634962,"bias"
256,0.0025,"FEL1",23,0.187024,0.314349,0.207888,0.264737,"bias"
256,0.0025,"FEL1",24,0.751309,0.21612,0.800513,0.342066,"bias"
256,0.0025,"FEL1",25,0.399586,0.290962,0.433582,0.316501,"bias"
256,0.0025,"FEL1",26,0.783805,0.385573,0.845696,0.377627,"bias"
256,0.0025,"FEL1",27,0.547108,0.240899,0.581989,0.262388,"bias"
256,0.0025,"FEL1",28,0.449483,0.113834,0.47451,0.0700421,"bias"
256,0.0025,"FEL1",29,0.968717,0.313532,1.00166,0.231018,"bias"
256,0.0025,"FEL1",30,0.710834,0.25232,0.725257,0.264595,"bias"
256,0.0025,"FEL1",31,0.247873,0.389342,0.293218,0.3477,"bias"
256,0.0025,"FEL1",32,0.847521,0.314749,0.875707,0.296844,"bias"
256,0.0025,"FEL1",33,0.772643,0.313757,0.789183,0.271085,"bias"
256,0.0025,"FEL1",34,1.13157,0.426137,1.16831,0.387248,"bias"
256,0.0025,"FEL1",35,0.685271,0.268721,0.72483,0.337516,"bias"
256,0.0025,"FEL1",36,1.05055,0.31895,1.08081,0.270283,"bias"
256,0.0025,"FEL1",37,0.726114,0.227787,0.73474,0.280473,"bias"
256,0.0025,"FEL1",38,0.584511,0.294547,0.647678,0.289781,"bias"
256,0.0025,"FEL1",39,0.771817,0.309128,0.825947,0.291352,"bias"
256,0.0025,"FEL1",40,1.81097,0.45955,1.88155,0.442142,"bias"
256,0.0025,"FEL1",41,1.48632,0.296719,1.5008,0.238115,"bias"
256,0.0025,"FEL1",42,0.469138,0.360707,0.521126,0.448401,"bias"
256,0.0025,"FEL1",43,0.571841,0.40594,0.603298,0.467188,"bias"
256,0.0025,"FEL1",44,0.682514,0.0554589,0.708039,0.0178168,"bias"
256,0.0025,"FEL1",45,0.979715,0.0191417,1.00404,0.0728211,"bias"
256,0.0025,"FEL1",46,0.0890117,0.423839,0.134815,0.411073,"bias"
256,0.0025,"FEL1",47,0.819099,0.242617,0.876269,0.284056,"bias"
256,0.0025,"FEL1",48,0.824187,0.380845,0.869578,0.440684,"bias"
256,0.0025,"FEL1",49,0.359087,0.395702,0.394366,0.438989,"bias"
256,0.0025,"FEL1",50,0.644238,0.308747,0.679646,0.309004,"bias"
256,0.0025,"FEL2",1,-0.494945,0.300268,-0.448145,0.26115,"bias"
256,0.0025,"FEL2",2,-0.260476,-0.0473204,-0.200075,-0.011916,"bias"
256,0.0025,"FEL2",3,-0.416374,0.303463,-0.410066,0.366637,"bias"
256,0.0025,"FEL2",4,-0.328877,0.444451,-0.310529,0.320511,"bias"
256,0.0025,"FEL2",5,-0.469458,0.494709,-0.401242,0.577741,"bias"
256,0.0025,"FEL2",6,-0.508878,0.355733,-0.472486,0.364814,"bias"
256,0.0025,"FEL2",7,-0.435513,0.393092,-0.386762,0.43261,"bias"
256,0.0025,"FEL2",8,-0.331766,0.492868,-0.285004,0.506187,"bias"
256,0.0025,"FEL2",9,-0.296726,0.487027,-0.251861,0.571946,"bias"
256,0.0025,"FEL2",10,-0.424432,0.389536,-0.356729,0.348113,"bias"
256,0.0025,"FEL2",11,-0.47386,0.461061,-0.443365,0.368954,"bias"
256,0.0025,"FEL2",12,-0.372573,0.575983,-0.366858,0.494015,"bias"
256,0.0025,"FEL2",13,-0.417442,0.14933,-0.388174,0.329555,"bias"
256,0.0025,"FEL2",14,-0.339218,0.763418,-0.30114,0.764334,"bias"
256,0.0025,"FEL2",15,-0.282998,0.433947,-0.246178,0.435945,"bias"
256,0.0025,"FEL2",16,-0.366403,0.494469,-0.355762,0.403938,"bias"
256,0.0025,"FEL2",17,-0.484412,0.528848,-0.439737,0.462041,"bias"
256,0.0025,"FEL2",18,-0.570363,0.469858,-0.528029,0.447889,"bias"
256,0.0025,"FEL2",19,-0.480367,0.458365,-0.431404,0.438913,"bias"
256,0.0025,"FEL2",20,-0.423161,0.438889,-0.411255,0.302782,"bias"
256,0.0025,"FEL2",21,-0.467114,0.380187,-0.429286,0.320766,"bias"
256,0.0025,"FEL2",22,-0.512324,0.474187,-0.508751,0.380281,"bias"
256,0.0025,"FEL2",23,-0.523821,0.431821,-0.493268,0.331263,"bias"
256,0.0025,"FEL2",24,-0.47167,0.159799,-0.413117,0.262626,"bias"
256,0.0025,"FEL2",25,-0.450957,0.28117,-0.429604,0.304298,"bias"
256,0.0025,"FEL2",26,-0.228513,0.439382,-0.190636,0.484259,"bias"
256,0.0025,"FEL2",27,-0.445041,0.047341,-0.420941,0.0560483,"bias"
256,0.0025,"FEL2",28,-0.48261,-0.125086,-0.454697,-0.184438,"bias"
256,0.0025,"FEL2",29,-0.395036,0.261622,-0.383324,0.0665899,"bias"
256,0.0025,"FEL2",30,-0.417274,0.480967,-0.402526,0.417456,"bias"
256,0.0025,"FEL2",31,-0.401714,0.326858,-0.36922,0.223376,"bias"
256,0.0025,"FEL2",32,-0.374795,0.414674,-0.341895,0.36055,"bias"
256,0.0025,"FEL2",33,-0.471549,0.574208,-0.479444,0.494636,"bias"
256,0.0025,"FEL2",34,-0.454053,0.378856,-0.424469,0.432613,"bias"
256,0.0025,"FEL2",35,-0.397271,0.394156,-0.358447,0.420436,"bias"
256,0.0025,"FEL2",36,-0.300646,0.234467,-0.278637,0.159755,"bias"
256,0.0025,"FEL2",37,-0.456029,0.196827,-0.456285,0.201285,"bias"
256,0.0025,"FEL2",38,-0.366495,0.301772,-0.296232,0.286547,"bias"
256,0.0025,"FEL2",39,-0.392464,0.121843,-0.331917,0.0973879,"bias"
256,0.0025,"FEL2",40,-0.325812,0.436283,-0.272034,0.399575,"bias"
256,0.0025,"FEL2",41,-0.466043,0.368036,-0.427242,0.393541,"bias"
256,0.0025,"FEL2",42,-0.402554,0.412294,-0.341603,0.460504,"bias"
256,0.0025,"FEL2",43,-0.365565,0.555277,-0.332553,0.500602,"bias"
256,0.0025,"FEL2",44,-0.61234,0.282218,-0.555752,0.205507,"bias"
256,0.0025,"FEL2",45,-0.203422,-0.176637,-0.179178,-0.143752,"bias"
256,0.0025,"FEL2",46,-0.467343,0.329538,-0.442895,0.292215,"bias"
256,0.0025,"FEL2",47,-0.512797,0.38354,-0.466155,0.428717,"bias"
256,0.0025,"FEL2",48,-0.323026,0.521323,-0.29172,0.457802,"bias"
256,0.0025,"FEL2",49,-0.5072,0.542843,-0.466539,0.528312,"bias"
256,0.0025,"FEL2",50,-0.228735,0.320623,-0.227533,0.280827,"bias"
256,0.0025,"FEL2_1",1,-0.562001,0.311352,-0.54339,0.280385,"bias"
256,0.0025,"FEL2_1",2,0.0822984,0.28088,0.100909,0.293405,"bias"
256,0.0025,"FEL2_1",3,-0.124365,0.371085,-0.105754,0.36591,"bias"
256,0.0025,"FEL2_1",4,-0.563817,0.388013,-0.545206,0.395992,"bias"
256,0.0025,"FEL2_1",5,-0.0505235,0.352281,-0.0319129,0.317279,"bias"
256,0.0025,"FEL2_1",6,-0.0965541,0.33509,-0.0779434,0.303016,"bias"
256,0.0025,"FEL2_1",7,-0.56176,0.420425,-0.543149,0.407439,"bias"
256,0.0025,"FEL2_1",8,-0.0827768,0.250259,-0.0641661,0.267935,"bias"
256,0.0025,"FEL2_1",9,0.643527,0.178617,0.662138,0.179341,"bias"
256,0.0025,"FEL2_1",10,0.0195057,0.354934,0.0381164,0.35132,"bias"
256,0.0025,"FEL2_1",11,-0.156729,0.284941,-0.138118,0.243475,"bias"
256,0.0025,"FEL2_1",12,-0.562564,0.317168,-0.543953,0.343344,"bias"
256,0.0025,"FEL2_1",13,-0.0401109,0.374856,-0.0215003,0.378667,"bias"
256,0.0025,"FEL2_1",14,0.478218,0.362555,0.496828,0.328338,"bias"
256,0.0025,"FEL2_1",15,-0.561332,0.272451,-0.542721,0.238607,"bias"
256,0.0025,"FEL2_1",16,-0.128793,0.341719,-0.110182,0.304757,"bias"
256,0.0025,"FEL2_1",17,-0.172519,0.237437,-0.153909,0.177026,"bias"
256,0.0025,"FEL2_1",18,-0.561768,0.247286,-0.543157,0.247234,"bias"
256,0.0025,"FEL2_1",19,0.0761469,0.293044,0.0947576,0.280117,"bias"
256,0.0025,"FEL2_1",20,-0.562891,0.330353,-0.544281,0.292047,"bias"
256,0.0025,"FEL2_1",21,-0.221759,0.34877,-0.203148,0.325351,"bias"
256,0.0025,"FEL2_1",22,-0.277042,0.105383,-0.258431,0.078861,"bias"
256,0.0025,"FEL2_1",23,-0.564647,0.284603,-0.546036,0.27709,"bias"
256,0.0025,"FEL2_1",24,-0.0289147,0.3233,-0.0103041,0.336282,"bias"
256,0.0025,"FEL2_1",25,-0.119888,0.265056,-0.101278,0.256275,"bias"
256,0.0025,"FEL2_1",26,0.0194423,0.421938,0.038053,0.361573,"bias"
256,0.0025,"FEL2_1",27,-0.564765,0.257007,-0.546154,0.245554,"bias"
256,0.0025,"FEL2_1",28,-0.172036,0.133879,-0.153425,0.110531,"bias"
256,0.0025,"FEL2_1",29,0.305551,0.398037,0.324162,0.363453,"bias"
256,0.0025,"FEL2_1",30,-0.0587116,0.259456,-0.040101,0.286724,"bias"
256,0.0025,"FEL2_1",31,-0.215569,0.280972,-0.196958,0.224733,"bias"
256,0.0025,"FEL2_1",32,-0.0706124,0.273495,-0.0520017,0.263457,"bias"
256,0.0025,"FEL2_1",33,-0.00285027,0.320644,0.0157604,0.324959,"bias"
256,0.0025,"FEL2_1",34,0.0404061,0.322892,0.0590167,0.288442,"bias"
256,0.0025,"FEL2_1",35,-0.064232,0.216709,-0.0456214,0.220727,"bias"
256,0.0025,"FEL2_1",36,0.11461,0.348324,0.13322,0.328682,"bias"
256,0.0025,"FEL2_1",37,-0.0652532,0.244406,-0.0466426,0.311391,"bias"
256,0.0025,"FEL2_1",38,-0.562705,0.322965,-0.544094,0.260684,"bias"
256,0.0025,"FEL2_1",39,-0.00975605,0.231998,0.0088546,0.177405,"bias"
256,0.0025,"FEL2_1",40,0.321422,0.46173,0.340033,0.385588,"bias"
256,0.0025,"FEL2_1",41,-0.561074,0.242051,-0.542464,0.234836,"bias"
256,0.0025,"FEL2_1",42,-0.144252,0.309296,-0.125642,0.313664,"bias"
256,0.0025,"FEL2_1",43,-0.0436934,0.270689,-0.0250827,0.29499,"bias"
256,0.0025,"FEL2_1",44,-0.170672,0.163086,-0.152061,0.154635,"bias"
256,0.0025,"FEL2_1",45,0.0531627,0.132128,0.0717733,0.16728,"bias"
256,0.0025,"FEL2_1",46,-0.250856,0.318028,-0.232245,0.264392,"bias"
256,0.0025,"FEL2_1",47,-0.560257,0.381777,-0.541646,0.359758,"bias"
256,0.0025,"FEL2_1",48,0.0100299,0.355523,0.0286405,0.359505,"bias"
256,0.0025,"FEL2_1",49,-0.112253,0.389447,-0.0936427,0.405257,"bias"
256,0.0025,"FEL2_1",50,-0.0725012,0.276995,-0.0538905,0.272309,"bias"
256,0.0025,"FUBAR1",1,0.113289,0.234041,0.131899,0.205351,"bias"
256,0.0025,"FUBAR1",2,0.128871,0.156208,0.147482,0.15622,"bias"
256,0.0025,"FUBAR1",3,0.0499288,0.259287,0.0685394,0.262534,"bias"
256,0.0025,"FUBAR1",4,0.196669,0.313304,0.21528,0.322381,"bias"
256,0.0025,"FUBAR1",5,0.0950345,0.298986,0.113645,0.261891,"bias"
256,0.0025,"FUBAR1",6,0.0887033,0.294926,0.107314,0.266551,"bias"
256,0.0025,"FUBAR1",7,0.087594,0.336641,0.106205,0.317646,"bias"
256,0.0025,"FUBAR1",8,0.0386814,0.138718,0.057292,0.14344,"bias"
256,0.0025,"FUBAR1",9,0.348586,0.12432,0.367196,0.115328,"bias"
256,0.0025,"FUBAR1",10,0.181968,0.208089,0.200579,0.210608,"bias"
256,0.0025,"FUBAR1",11,0.054632,0.1531,0.0732426,0.151891,"bias"
256,0.0025,"FUBAR1",12,0.0834945,0.229589,0.102105,0.25796,"bias"
256,0.0025,"FUBAR1",13,0.016839,0.362194,0.0354496,0.356946,"bias"
256,0.0025,"FUBAR1",14,0.240755,0.290175,0.259366,0.244604,"bias"
256,0.0025,"FUBAR1",15,0.147187,0.206754,0.165797,0.186423,"bias"
256,0.0025,"FUBAR1",16,0.110021,0.224275,0.128631,0.192939,"bias"
256,0.0025,"FUBAR1",17,0.133435,0.204186,0.152045,0.147055,"bias"
256,0.0025,"FUBAR1",18,0.114381,0.13822,0.132992,0.136809,"bias"
256,0.0025,"FUBAR1",19,0.179454,0.194428,0.198064,0.172964,"bias"
256,0.0025,"FUBAR1",20,0.0263952,0.267096,0.0450058,0.237052,"bias"
256,0.0025,"FUBAR1",21,0.0371004,0.323261,0.0557111,0.303291,"bias"
256,0.0025,"FUBAR1",22,-0.056125,0.0745436,-0.0375143,0.0445961,"bias"
256,0.0025,"FUBAR1",23,-0.039027,0.242515,-0.0204164,0.234389,"bias"
256,0.0025,"FUBAR1",24,0.0670372,0.253664,0.0856478,0.272892,"bias"
256,0.0025,"FUBAR1",25,0.0489226,0.244217,0.0675333,0.236323,"bias"
256,0.0025,"FUBAR1",26,0.135638,0.309552,0.154249,0.269587,"bias"
256,0.0025,"FUBAR1",27,0.0734258,0.151375,0.0920364,0.15199,"bias"
256,0.0025,"FUBAR1",28,0.0445812,0.114101,0.0631919,0.0869984,"bias"
256,0.0025,"FUBAR1",29,0.150961,0.334145,0.169572,0.291545,"bias"
256,0.0025,"FUBAR1",30,0.0950004,0.119189,0.113611,0.147282,"bias"
256,0.0025,"FUBAR1",31,-0.0050932,0.235299,0.0135175,0.175555,"bias"
256,0.0025,"FUBAR1",32,0.0717255,0.238897,0.0903362,0.227167,"bias"
256,0.0025,"FUBAR1",33,0.074427,0.292096,0.0930377,0.300412,"bias"
256,0.0025,"FUBAR1",34,0.188864,0.253034,0.207475,0.208807,"bias"
256,0.0025,"FUBAR1",35,0.125514,0.162154,0.144125,0.175837,"bias"
256,0.0025,"FUBAR1",36,0.136118,0.237813,0.154729,0.218956,"bias"
256,0.0025,"FUBAR1",37,0.0688823,0.199142,0.0874929,0.263774,"bias"
256,0.0025,"FUBAR1",38,0.0485544,0.29211,0.0671651,0.236984,"bias"
256,0.0025,"FUBAR1",39,0.0969892,0.212084,0.1156,0.153167,"bias"
256,0.0025,"FUBAR1",40,0.258701,0.368234,0.277311,0.31995,"bias"
256,0.0025,"FUBAR1",41,0.194531,0.200095,0.213141,0.168949,"bias"
256,0.0025,"FUBAR1",42,0.088229,0.234678,0.10684,0.244841,"bias"
256,0.0025,"FUBAR1",43,0.0800092,0.220022,0.0986198,0.247521,"bias"
256,0.0025,"FUBAR1",44,0.0808077,0.121991,0.0994184,0.0989514,"bias"
256,0.0025,"FUBAR1",45,0.237151,-0.0437796,0.255762,-0.036516,"bias"
256,0.0025,"FUBAR1",46,-0.0260935,0.269335,-0.00748287,0.213123,"bias"
256,0.0025,"FUBAR1",47,0.167724,0.222402,0.186334,0.212964,"bias"
256,0.0025,"FUBAR1",48,0.123516,0.210537,0.142126,0.240394,"bias"
256,0.0025,"FUBAR1",49,0.0562353,0.256865,0.0748459,0.253827,"bias"
256,0.0025,"FUBAR1",50,0.111384,0.201613,0.129994,0.228929,"bias"
